,FIPS,geoid,Stabr,County_Name,Rural_Urban_Continuum_Code_2013,Urban_Influence_2013,Metro_Nonmetro_2013,Metro_Micro_Noncore_2013,Year,Production
31127,1075,1075,AL,Lamar County,8,7,0,0,2010,2135804
6255,1075,1075,AL,Lamar County,8,7,0,0,2002,5005095
9364,1075,1075,AL,Lamar County,8,7,0,0,2003,4581801
24909,1075,1075,AL,Lamar County,8,7,0,0,2008,2714560
28018,1075,1075,AL,Lamar County,8,7,0,0,2009,2357032
18691,1075,1075,AL,Lamar County,8,7,0,0,2006,3079998
37,1075,1075,AL,Lamar County,8,7,0,0,2000,6120422
21800,1075,1075,AL,Lamar County,8,7,0,0,2007,2765743
34236,1075,1075,AL,Lamar County,8,7,0,0,2011,1514185
3146,1075,1075,AL,Lamar County,8,7,0,0,2001,6076533
15582,1075,1075,AL,Lamar County,8,7,0,0,2005,3477654
12473,1075,1075,AL,Lamar County,8,7,0,0,2004,4336293
38,1077,1077,AL,Lauderdale County,3,2,1,2,2000,0
9365,1077,1077,AL,Lauderdale County,3,2,1,2,2003,0
12474,1077,1077,AL,Lauderdale County,3,2,1,2,2004,0
34237,1077,1077,AL,Lauderdale County,3,2,1,2,2011,0
6256,1077,1077,AL,Lauderdale County,3,2,1,2,2002,0
31128,1077,1077,AL,Lauderdale County,3,2,1,2,2010,0
28019,1077,1077,AL,Lauderdale County,3,2,1,2,2009,0
24910,1077,1077,AL,Lauderdale County,3,2,1,2,2008,0
21801,1077,1077,AL,Lauderdale County,3,2,1,2,2007,0
3147,1077,1077,AL,Lauderdale County,3,2,1,2,2001,0
18692,1077,1077,AL,Lauderdale County,3,2,1,2,2006,0
15583,1077,1077,AL,Lauderdale County,3,2,1,2,2005,0
39,1079,1079,AL,Lawrence County,3,2,1,2,2000,12
3148,1079,1079,AL,Lawrence County,3,2,1,2,2001,12
15584,1079,1079,AL,Lawrence County,3,2,1,2,2005,12
9366,1079,1079,AL,Lawrence County,3,2,1,2,2003,12
24911,1079,1079,AL,Lawrence County,3,2,1,2,2008,12
28020,1079,1079,AL,Lawrence County,3,2,1,2,2009,12
6257,1079,1079,AL,Lawrence County,3,2,1,2,2002,12
12475,1079,1079,AL,Lawrence County,3,2,1,2,2004,12
31129,1079,1079,AL,Lawrence County,3,2,1,2,2010,1
18693,1079,1079,AL,Lawrence County,3,2,1,2,2006,12
21802,1079,1079,AL,Lawrence County,3,2,1,2,2007,12
34238,1079,1079,AL,Lawrence County,3,2,1,2,2011,0
18694,1081,1081,AL,Lee County,3,2,1,2,2006,0
40,1081,1081,AL,Lee County,3,2,1,2,2000,0
6258,1081,1081,AL,Lee County,3,2,1,2,2002,0
9367,1081,1081,AL,Lee County,3,2,1,2,2003,0
24912,1081,1081,AL,Lee County,3,2,1,2,2008,0
3149,1081,1081,AL,Lee County,3,2,1,2,2001,0
31130,1081,1081,AL,Lee County,3,2,1,2,2010,0
15585,1081,1081,AL,Lee County,3,2,1,2,2005,0
28021,1081,1081,AL,Lee County,3,2,1,2,2009,0
21803,1081,1081,AL,Lee County,3,2,1,2,2007,0
12476,1081,1081,AL,Lee County,3,2,1,2,2004,0
34239,1081,1081,AL,Lee County,3,2,1,2,2011,0
6259,1083,1083,AL,Limestone County,2,2,1,2,2002,0
15586,1083,1083,AL,Limestone County,2,2,1,2,2005,0
12477,1083,1083,AL,Limestone County,2,2,1,2,2004,0
31131,1083,1083,AL,Limestone County,2,2,1,2,2010,0
41,1083,1083,AL,Limestone County,2,2,1,2,2000,0
3150,1083,1083,AL,Limestone County,2,2,1,2,2001,0
28022,1083,1083,AL,Limestone County,2,2,1,2,2009,0
34240,1083,1083,AL,Limestone County,2,2,1,2,2011,0
24913,1083,1083,AL,Limestone County,2,2,1,2,2008,0
18695,1083,1083,AL,Limestone County,2,2,1,2,2006,0
9368,1083,1083,AL,Limestone County,2,2,1,2,2003,0
21804,1083,1083,AL,Limestone County,2,2,1,2,2007,0
34241,1085,1085,AL,Lowndes County,2,2,1,2,2011,0
31132,1085,1085,AL,Lowndes County,2,2,1,2,2010,0
6260,1085,1085,AL,Lowndes County,2,2,1,2,2002,0
3151,1085,1085,AL,Lowndes County,2,2,1,2,2001,0
24914,1085,1085,AL,Lowndes County,2,2,1,2,2008,0
15587,1085,1085,AL,Lowndes County,2,2,1,2,2005,0
28023,1085,1085,AL,Lowndes County,2,2,1,2,2009,0
12478,1085,1085,AL,Lowndes County,2,2,1,2,2004,0
21805,1085,1085,AL,Lowndes County,2,2,1,2,2007,0
9369,1085,1085,AL,Lowndes County,2,2,1,2,2003,0
18696,1085,1085,AL,Lowndes County,2,2,1,2,2006,0
42,1085,1085,AL,Lowndes County,2,2,1,2,2000,0
12479,1087,1087,AL,Macon County,6,6,0,0,2004,0
34242,1087,1087,AL,Macon County,6,6,0,0,2011,0
21806,1087,1087,AL,Macon County,6,6,0,0,2007,0
3152,1087,1087,AL,Macon County,6,6,0,0,2001,0
24915,1087,1087,AL,Macon County,6,6,0,0,2008,0
28024,1087,1087,AL,Macon County,6,6,0,0,2009,0
15588,1087,1087,AL,Macon County,6,6,0,0,2005,0
6261,1087,1087,AL,Macon County,6,6,0,0,2002,0
43,1087,1087,AL,Macon County,6,6,0,0,2000,0
9370,1087,1087,AL,Macon County,6,6,0,0,2003,0
18697,1087,1087,AL,Macon County,6,6,0,0,2006,0
31133,1087,1087,AL,Macon County,6,6,0,0,2010,0
9371,1089,1089,AL,Madison County,2,2,1,2,2003,0
12480,1089,1089,AL,Madison County,2,2,1,2,2004,0
28025,1089,1089,AL,Madison County,2,2,1,2,2009,0
15589,1089,1089,AL,Madison County,2,2,1,2,2005,0
31134,1089,1089,AL,Madison County,2,2,1,2,2010,0
24916,1089,1089,AL,Madison County,2,2,1,2,2008,0
34243,1089,1089,AL,Madison County,2,2,1,2,2011,0
18698,1089,1089,AL,Madison County,2,2,1,2,2006,0
3153,1089,1089,AL,Madison County,2,2,1,2,2001,0
21807,1089,1089,AL,Madison County,2,2,1,2,2007,0
6262,1089,1089,AL,Madison County,2,2,1,2,2002,0
44,1089,1089,AL,Madison County,2,2,1,2,2000,0
31135,1091,1091,AL,Marengo County,7,11,0,0,2010,0
12481,1091,1091,AL,Marengo County,7,11,0,0,2004,0
18699,1091,1091,AL,Marengo County,7,11,0,0,2006,0
45,1091,1091,AL,Marengo County,7,11,0,0,2000,0
6263,1091,1091,AL,Marengo County,7,11,0,0,2002,0
28026,1091,1091,AL,Marengo County,7,11,0,0,2009,0
3154,1091,1091,AL,Marengo County,7,11,0,0,2001,0
15590,1091,1091,AL,Marengo County,7,11,0,0,2005,0
9372,1091,1091,AL,Marengo County,7,11,0,0,2003,0
24917,1091,1091,AL,Marengo County,7,11,0,0,2008,0
34244,1091,1091,AL,Marengo County,7,11,0,0,2011,0
21808,1091,1091,AL,Marengo County,7,11,0,0,2007,0
31136,1093,1093,AL,Marion County,7,11,0,0,2010,98884
46,1093,1093,AL,Marion County,7,11,0,0,2000,280734
3155,1093,1093,AL,Marion County,7,11,0,0,2001,286375
34245,1093,1093,AL,Marion County,7,11,0,0,2011,89681
24918,1093,1093,AL,Marion County,7,11,0,0,2008,158922
18700,1093,1093,AL,Marion County,7,11,0,0,2006,127314
12482,1093,1093,AL,Marion County,7,11,0,0,2004,162119
15591,1093,1093,AL,Marion County,7,11,0,0,2005,139629
9373,1093,1093,AL,Marion County,7,11,0,0,2003,258566
28027,1093,1093,AL,Marion County,7,11,0,0,2009,129150
21809,1093,1093,AL,Marion County,7,11,0,0,2007,152240
6264,1093,1093,AL,Marion County,7,11,0,0,2002,331352
21810,1095,1095,AL,Marshall County,4,5,0,1,2007,0
24919,1095,1095,AL,Marshall County,4,5,0,1,2008,0
31137,1095,1095,AL,Marshall County,4,5,0,1,2010,0
28028,1095,1095,AL,Marshall County,4,5,0,1,2009,0
34246,1095,1095,AL,Marshall County,4,5,0,1,2011,0
12483,1095,1095,AL,Marshall County,4,5,0,1,2004,0
9374,1095,1095,AL,Marshall County,4,5,0,1,2003,0
15592,1095,1095,AL,Marshall County,4,5,0,1,2005,0
18701,1095,1095,AL,Marshall County,4,5,0,1,2006,0
6265,1095,1095,AL,Marshall County,4,5,0,1,2002,0
47,1095,1095,AL,Marshall County,4,5,0,1,2000,0
3156,1095,1095,AL,Marshall County,4,5,0,1,2001,0
6266,1097,1097,AL,Mobile County,2,2,1,2,2002,124801053
34247,1097,1097,AL,Mobile County,2,2,1,2,2011,42628648
28029,1097,1097,AL,Mobile County,2,2,1,2,2009,53911301
3157,1097,1097,AL,Mobile County,2,2,1,2,2001,137964723
9375,1097,1097,AL,Mobile County,2,2,1,2,2003,119234138
24920,1097,1097,AL,Mobile County,2,2,1,2,2008,60763586
15593,1097,1097,AL,Mobile County,2,2,1,2,2005,88200377
31138,1097,1097,AL,Mobile County,2,2,1,2,2010,49665852
48,1097,1097,AL,Mobile County,2,2,1,2,2000,170011360
18702,1097,1097,AL,Mobile County,2,2,1,2,2006,79935796
12484,1097,1097,AL,Mobile County,2,2,1,2,2004,96938427
21811,1097,1097,AL,Mobile County,2,2,1,2,2007,66232459
24921,1099,1099,AL,Monroe County,7,11,0,0,2008,857877
3158,1099,1099,AL,Monroe County,7,11,0,0,2001,1904631
21812,1099,1099,AL,Monroe County,7,11,0,0,2007,939039
49,1099,1099,AL,Monroe County,7,11,0,0,2000,2078448
34248,1099,1099,AL,Monroe County,7,11,0,0,2011,744539
31139,1099,1099,AL,Monroe County,7,11,0,0,2010,674848
9376,1099,1099,AL,Monroe County,7,11,0,0,2003,1575396
18703,1099,1099,AL,Monroe County,7,11,0,0,2006,1180058
6267,1099,1099,AL,Monroe County,7,11,0,0,2002,1738434
28030,1099,1099,AL,Monroe County,7,11,0,0,2009,741337
15594,1099,1099,AL,Monroe County,7,11,0,0,2005,1485151
12485,1099,1099,AL,Monroe County,7,11,0,0,2004,1369406
24922,1101,1101,AL,Montgomery County,2,2,1,2,2008,0
15595,1101,1101,AL,Montgomery County,2,2,1,2,2005,0
31140,1101,1101,AL,Montgomery County,2,2,1,2,2010,0
50,1101,1101,AL,Montgomery County,2,2,1,2,2000,0
12486,1101,1101,AL,Montgomery County,2,2,1,2,2004,0
28031,1101,1101,AL,Montgomery County,2,2,1,2,2009,0
18704,1101,1101,AL,Montgomery County,2,2,1,2,2006,0
34249,1101,1101,AL,Montgomery County,2,2,1,2,2011,0
9377,1101,1101,AL,Montgomery County,2,2,1,2,2003,0
3159,1101,1101,AL,Montgomery County,2,2,1,2,2001,0
6268,1101,1101,AL,Montgomery County,2,2,1,2,2002,0
21813,1101,1101,AL,Montgomery County,2,2,1,2,2007,0
3160,1103,1103,AL,Morgan County,3,2,1,2,2001,0
12487,1103,1103,AL,Morgan County,3,2,1,2,2004,0
51,1103,1103,AL,Morgan County,3,2,1,2,2000,0
28032,1103,1103,AL,Morgan County,3,2,1,2,2009,0
15596,1103,1103,AL,Morgan County,3,2,1,2,2005,0
34250,1103,1103,AL,Morgan County,3,2,1,2,2011,0
18705,1103,1103,AL,Morgan County,3,2,1,2,2006,0
24923,1103,1103,AL,Morgan County,3,2,1,2,2008,0
9378,1103,1103,AL,Morgan County,3,2,1,2,2003,0
6269,1103,1103,AL,Morgan County,3,2,1,2,2002,0
21814,1103,1103,AL,Morgan County,3,2,1,2,2007,0
31141,1103,1103,AL,Morgan County,3,2,1,2,2010,0
21815,1105,1105,AL,Perry County,8,4,0,0,2007,0
34251,1105,1105,AL,Perry County,8,4,0,0,2011,0
28033,1105,1105,AL,Perry County,8,4,0,0,2009,0
24924,1105,1105,AL,Perry County,8,4,0,0,2008,0
12488,1105,1105,AL,Perry County,8,4,0,0,2004,0
31142,1105,1105,AL,Perry County,8,4,0,0,2010,0
15597,1105,1105,AL,Perry County,8,4,0,0,2005,0
52,1105,1105,AL,Perry County,8,4,0,0,2000,0
18706,1105,1105,AL,Perry County,8,4,0,0,2006,0
3161,1105,1105,AL,Perry County,8,4,0,0,2001,0
9379,1105,1105,AL,Perry County,8,4,0,0,2003,0
6270,1105,1105,AL,Perry County,8,4,0,0,2002,0
6271,1107,1107,AL,Pickens County,3,2,1,2,2002,1090297
18707,1107,1107,AL,Pickens County,3,2,1,2,2006,927597
34252,1107,1107,AL,Pickens County,3,2,1,2,2011,1492393
15598,1107,1107,AL,Pickens County,3,2,1,2,2005,905605
53,1107,1107,AL,Pickens County,3,2,1,2,2000,1078376
28034,1107,1107,AL,Pickens County,3,2,1,2,2009,1410314
3162,1107,1107,AL,Pickens County,3,2,1,2,2001,1255166
21816,1107,1107,AL,Pickens County,3,2,1,2,2007,1144904
9380,1107,1107,AL,Pickens County,3,2,1,2,2003,859153
24925,1107,1107,AL,Pickens County,3,2,1,2,2008,1017728
12489,1107,1107,AL,Pickens County,3,2,1,2,2004,834322
31143,1107,1107,AL,Pickens County,3,2,1,2,2010,1568088
54,1109,1109,AL,Pike County,6,5,0,1,2000,0
31144,1109,1109,AL,Pike County,6,5,0,1,2010,0
21817,1109,1109,AL,Pike County,6,5,0,1,2007,0
28035,1109,1109,AL,Pike County,6,5,0,1,2009,0
12490,1109,1109,AL,Pike County,6,5,0,1,2004,0
15599,1109,1109,AL,Pike County,6,5,0,1,2005,0
3163,1109,1109,AL,Pike County,6,5,0,1,2001,0
9381,1109,1109,AL,Pike County,6,5,0,1,2003,0
24926,1109,1109,AL,Pike County,6,5,0,1,2008,0
18708,1109,1109,AL,Pike County,6,5,0,1,2006,0
34253,1109,1109,AL,Pike County,6,5,0,1,2011,0
6272,1109,1109,AL,Pike County,6,5,0,1,2002,0
31145,1111,1111,AL,Randolph County,6,4,0,0,2010,0
34254,1111,1111,AL,Randolph County,6,4,0,0,2011,0
9382,1111,1111,AL,Randolph County,6,4,0,0,2003,0
6273,1111,1111,AL,Randolph County,6,4,0,0,2002,0
55,1111,1111,AL,Randolph County,6,4,0,0,2000,0
28036,1111,1111,AL,Randolph County,6,4,0,0,2009,0
15600,1111,1111,AL,Randolph County,6,4,0,0,2005,0
24927,1111,1111,AL,Randolph County,6,4,0,0,2008,0
21818,1111,1111,AL,Randolph County,6,4,0,0,2007,0
18709,1111,1111,AL,Randolph County,6,4,0,0,2006,0
12491,1111,1111,AL,Randolph County,6,4,0,0,2004,0
3164,1111,1111,AL,Randolph County,6,4,0,0,2001,0
31146,1113,1113,AL,Russell County,2,2,1,2,2010,0
56,1113,1113,AL,Russell County,2,2,1,2,2000,0
6274,1113,1113,AL,Russell County,2,2,1,2,2002,0
12492,1113,1113,AL,Russell County,2,2,1,2,2004,0
15601,1113,1113,AL,Russell County,2,2,1,2,2005,0
21819,1113,1113,AL,Russell County,2,2,1,2,2007,0
3165,1113,1113,AL,Russell County,2,2,1,2,2001,0
34255,1113,1113,AL,Russell County,2,2,1,2,2011,0
24928,1113,1113,AL,Russell County,2,2,1,2,2008,0
9383,1113,1113,AL,Russell County,2,2,1,2,2003,0
18710,1113,1113,AL,Russell County,2,2,1,2,2006,0
28037,1113,1113,AL,Russell County,2,2,1,2,2009,0
21821,1117,1117,AL,Shelby County,1,1,1,2,2007,3349266
15603,1117,1117,AL,Shelby County,1,1,1,2,2005,1565548
28039,1117,1117,AL,Shelby County,1,1,1,2,2009,2922800
9385,1117,1117,AL,Shelby County,1,1,1,2,2003,14136
6276,1117,1117,AL,Shelby County,1,1,1,2,2002,0
18712,1117,1117,AL,Shelby County,1,1,1,2,2006,2659027
3167,1117,1117,AL,Shelby County,1,1,1,2,2001,0
24930,1117,1117,AL,Shelby County,1,1,1,2,2008,3127810
12494,1117,1117,AL,Shelby County,1,1,1,2,2004,659948
34257,1117,1117,AL,Shelby County,1,1,1,2,2011,2543541
31148,1117,1117,AL,Shelby County,1,1,1,2,2010,2607444
58,1117,1117,AL,Shelby County,1,1,1,2,2000,80745
34256,1115,1115,AL,St. Clair County,1,1,1,2,2011,31897
21820,1115,1115,AL,St. Clair County,1,1,1,2,2007,51345
6275,1115,1115,AL,St. Clair County,1,1,1,2,2002,0
15602,1115,1115,AL,St. Clair County,1,1,1,2,2005,10949
9384,1115,1115,AL,St. Clair County,1,1,1,2,2003,0
28038,1115,1115,AL,St. Clair County,1,1,1,2,2009,94952
24929,1115,1115,AL,St. Clair County,1,1,1,2,2008,90405
57,1115,1115,AL,St. Clair County,1,1,1,2,2000,0
18711,1115,1115,AL,St. Clair County,1,1,1,2,2006,28901
12493,1115,1115,AL,St. Clair County,1,1,1,2,2004,0
3166,1115,1115,AL,St. Clair County,1,1,1,2,2001,0
31147,1115,1115,AL,St. Clair County,1,1,1,2,2010,62375
59,1119,1119,AL,Sumter County,8,6,0,0,2000,0
3168,1119,1119,AL,Sumter County,8,6,0,0,2001,0
9386,1119,1119,AL,Sumter County,8,6,0,0,2003,0
15604,1119,1119,AL,Sumter County,8,6,0,0,2005,0
21822,1119,1119,AL,Sumter County,8,6,0,0,2007,0
6277,1119,1119,AL,Sumter County,8,6,0,0,2002,0
31149,1119,1119,AL,Sumter County,8,6,0,0,2010,0
24931,1119,1119,AL,Sumter County,8,6,0,0,2008,0
34258,1119,1119,AL,Sumter County,8,6,0,0,2011,0
18713,1119,1119,AL,Sumter County,8,6,0,0,2006,0
12495,1119,1119,AL,Sumter County,8,6,0,0,2004,0
28040,1119,1119,AL,Sumter County,8,6,0,0,2009,0
15605,1121,1121,AL,Talladega County,4,3,0,1,2005,0
24932,1121,1121,AL,Talladega County,4,3,0,1,2008,0
9387,1121,1121,AL,Talladega County,4,3,0,1,2003,0
31150,1121,1121,AL,Talladega County,4,3,0,1,2010,0
28041,1121,1121,AL,Talladega County,4,3,0,1,2009,0
21823,1121,1121,AL,Talladega County,4,3,0,1,2007,0
60,1121,1121,AL,Talladega County,4,3,0,1,2000,0
34259,1121,1121,AL,Talladega County,4,3,0,1,2011,0
18714,1121,1121,AL,Talladega County,4,3,0,1,2006,0
12496,1121,1121,AL,Talladega County,4,3,0,1,2004,0
6278,1121,1121,AL,Talladega County,4,3,0,1,2002,0
3169,1121,1121,AL,Talladega County,4,3,0,1,2001,0
24933,1123,1123,AL,Tallapoosa County,6,6,0,0,2008,0
9388,1123,1123,AL,Tallapoosa County,6,6,0,0,2003,0
12497,1123,1123,AL,Tallapoosa County,6,6,0,0,2004,0
3170,1123,1123,AL,Tallapoosa County,6,6,0,0,2001,0
15606,1123,1123,AL,Tallapoosa County,6,6,0,0,2005,0
6279,1123,1123,AL,Tallapoosa County,6,6,0,0,2002,0
31151,1123,1123,AL,Tallapoosa County,6,6,0,0,2010,0
61,1123,1123,AL,Tallapoosa County,6,6,0,0,2000,0
34260,1123,1123,AL,Tallapoosa County,6,6,0,0,2011,0
21824,1123,1123,AL,Tallapoosa County,6,6,0,0,2007,0
28042,1123,1123,AL,Tallapoosa County,6,6,0,0,2009,0
18715,1123,1123,AL,Tallapoosa County,6,6,0,0,2006,0
24934,1125,1125,AL,Tuscaloosa County,3,2,1,2,2008,81166974
21825,1125,1125,AL,Tuscaloosa County,3,2,1,2,2007,84206439
28043,1125,1125,AL,Tuscaloosa County,3,2,1,2,2009,77872664
62,1125,1125,AL,Tuscaloosa County,3,2,1,2,2000,99078029
12498,1125,1125,AL,Tuscaloosa County,3,2,1,2,2004,98150427
15607,1125,1125,AL,Tuscaloosa County,3,2,1,2,2005,90226397
31152,1125,1125,AL,Tuscaloosa County,3,2,1,2,2010,72815539
9389,1125,1125,AL,Tuscaloosa County,3,2,1,2,2003,101869353
18716,1125,1125,AL,Tuscaloosa County,3,2,1,2,2006,87513063
6280,1125,1125,AL,Tuscaloosa County,3,2,1,2,2002,101697459
3171,1125,1125,AL,Tuscaloosa County,3,2,1,2,2001,100617978
34261,1125,1125,AL,Tuscaloosa County,3,2,1,2,2011,67470631
31153,1127,1127,AL,Walker County,1,1,1,2,2010,5578490
3172,1127,1127,AL,Walker County,1,1,1,2,2001,3757752
21826,1127,1127,AL,Walker County,1,1,1,2,2007,4323268
6281,1127,1127,AL,Walker County,1,1,1,2,2002,3695812
15608,1127,1127,AL,Walker County,1,1,1,2,2005,4413454
28044,1127,1127,AL,Walker County,1,1,1,2,2009,5127400
9390,1127,1127,AL,Walker County,1,1,1,2,2003,4008002
63,1127,1127,AL,Walker County,1,1,1,2,2000,3181135
12499,1127,1127,AL,Walker County,1,1,1,2,2004,4439565
34262,1127,1127,AL,Walker County,1,1,1,2,2011,5175590
18717,1127,1127,AL,Walker County,1,1,1,2,2006,4428888
24935,1127,1127,AL,Walker County,1,1,1,2,2008,4720065
34263,1129,1129,AL,Washington County,8,7,0,0,2011,2174017
64,1129,1129,AL,Washington County,8,7,0,0,2000,5588012
31154,1129,1129,AL,Washington County,8,7,0,0,2010,1262071
24936,1129,1129,AL,Washington County,8,7,0,0,2008,1074249
15609,1129,1129,AL,Washington County,8,7,0,0,2005,1911869
28045,1129,1129,AL,Washington County,8,7,0,0,2009,1087938
9391,1129,1129,AL,Washington County,8,7,0,0,2003,3142080
18718,1129,1129,AL,Washington County,8,7,0,0,2006,1626516
3173,1129,1129,AL,Washington County,8,7,0,0,2001,4408109
12500,1129,1129,AL,Washington County,8,7,0,0,2004,2800077
6282,1129,1129,AL,Washington County,8,7,0,0,2002,3353056
21827,1129,1129,AL,Washington County,8,7,0,0,2007,1033821
15610,1131,1131,AL,Wilcox County,9,10,0,0,2005,0
34264,1131,1131,AL,Wilcox County,9,10,0,0,2011,0
18719,1131,1131,AL,Wilcox County,9,10,0,0,2006,0
28046,1131,1131,AL,Wilcox County,9,10,0,0,2009,0
24937,1131,1131,AL,Wilcox County,9,10,0,0,2008,0
12501,1131,1131,AL,Wilcox County,9,10,0,0,2004,0
21828,1131,1131,AL,Wilcox County,9,10,0,0,2007,0
9392,1131,1131,AL,Wilcox County,9,10,0,0,2003,0
3174,1131,1131,AL,Wilcox County,9,10,0,0,2001,0
65,1131,1131,AL,Wilcox County,9,10,0,0,2000,0
6283,1131,1131,AL,Wilcox County,9,10,0,0,2002,0
31155,1131,1131,AL,Wilcox County,9,10,0,0,2010,0
66,1133,1133,AL,Winston County,6,4,0,0,2000,22695
6284,1133,1133,AL,Winston County,6,4,0,0,2002,342
12502,1133,1133,AL,Winston County,6,4,0,0,2004,0
34265,1133,1133,AL,Winston County,6,4,0,0,2011,0
15611,1133,1133,AL,Winston County,6,4,0,0,2005,0
9393,1133,1133,AL,Winston County,6,4,0,0,2003,0
28047,1133,1133,AL,Winston County,6,4,0,0,2009,0
18720,1133,1133,AL,Winston County,6,4,0,0,2006,0
21829,1133,1133,AL,Winston County,6,4,0,0,2007,0
24938,1133,1133,AL,Winston County,6,4,0,0,2008,0
31156,1133,1133,AL,Winston County,6,4,0,0,2010,0
3175,1133,1133,AL,Winston County,6,4,0,0,2001,20471
18736,5001,5001,AR,Arkansas County,6,6,0,0,2006,0
24954,5001,5001,AR,Arkansas County,6,6,0,0,2008,0
31172,5001,5001,AR,Arkansas County,6,6,0,0,2010,0
12518,5001,5001,AR,Arkansas County,6,6,0,0,2004,0
82,5001,5001,AR,Arkansas County,6,6,0,0,2000,0
15627,5001,5001,AR,Arkansas County,6,6,0,0,2005,0
34281,5001,5001,AR,Arkansas County,6,6,0,0,2011,0
9409,5001,5001,AR,Arkansas County,6,6,0,0,2003,0
6300,5001,5001,AR,Arkansas County,6,6,0,0,2002,0
21845,5001,5001,AR,Arkansas County,6,6,0,0,2007,0
28063,5001,5001,AR,Arkansas County,6,6,0,0,2009,0
3191,5001,5001,AR,Arkansas County,6,6,0,0,2001,0
12519,5003,5003,AR,Ashley County,7,11,0,0,2004,0
31173,5003,5003,AR,Ashley County,7,11,0,0,2010,0
83,5003,5003,AR,Ashley County,7,11,0,0,2000,0
6301,5003,5003,AR,Ashley County,7,11,0,0,2002,0
21846,5003,5003,AR,Ashley County,7,11,0,0,2007,0
34282,5003,5003,AR,Ashley County,7,11,0,0,2011,0
3192,5003,5003,AR,Ashley County,7,11,0,0,2001,0
15628,5003,5003,AR,Ashley County,7,11,0,0,2005,0
24955,5003,5003,AR,Ashley County,7,11,0,0,2008,0
18737,5003,5003,AR,Ashley County,7,11,0,0,2006,0
9410,5003,5003,AR,Ashley County,7,11,0,0,2003,0
28064,5003,5003,AR,Ashley County,7,11,0,0,2009,0
6302,5005,5005,AR,Baxter County,7,8,0,1,2002,0
12520,5005,5005,AR,Baxter County,7,8,0,1,2004,0
84,5005,5005,AR,Baxter County,7,8,0,1,2000,0
34283,5005,5005,AR,Baxter County,7,8,0,1,2011,0
21847,5005,5005,AR,Baxter County,7,8,0,1,2007,0
18738,5005,5005,AR,Baxter County,7,8,0,1,2006,0
31174,5005,5005,AR,Baxter County,7,8,0,1,2010,0
15629,5005,5005,AR,Baxter County,7,8,0,1,2005,0
3193,5005,5005,AR,Baxter County,7,8,0,1,2001,0
9411,5005,5005,AR,Baxter County,7,8,0,1,2003,0
28065,5005,5005,AR,Baxter County,7,8,0,1,2009,0
24956,5005,5005,AR,Baxter County,7,8,0,1,2008,0
3194,5007,5007,AR,Benton County,2,2,1,2,2001,0
15630,5007,5007,AR,Benton County,2,2,1,2,2005,0
12521,5007,5007,AR,Benton County,2,2,1,2,2004,0
34284,5007,5007,AR,Benton County,2,2,1,2,2011,0
85,5007,5007,AR,Benton County,2,2,1,2,2000,0
21848,5007,5007,AR,Benton County,2,2,1,2,2007,0
6303,5007,5007,AR,Benton County,2,2,1,2,2002,0
9412,5007,5007,AR,Benton County,2,2,1,2,2003,0
28066,5007,5007,AR,Benton County,2,2,1,2,2009,0
31175,5007,5007,AR,Benton County,2,2,1,2,2010,0
18739,5007,5007,AR,Benton County,2,2,1,2,2006,0
24957,5007,5007,AR,Benton County,2,2,1,2,2008,0
86,5009,5009,AR,Boone County,7,8,0,1,2000,0
21849,5009,5009,AR,Boone County,7,8,0,1,2007,0
6304,5009,5009,AR,Boone County,7,8,0,1,2002,0
24958,5009,5009,AR,Boone County,7,8,0,1,2008,0
18740,5009,5009,AR,Boone County,7,8,0,1,2006,0
12522,5009,5009,AR,Boone County,7,8,0,1,2004,0
31176,5009,5009,AR,Boone County,7,8,0,1,2010,0
9413,5009,5009,AR,Boone County,7,8,0,1,2003,0
28067,5009,5009,AR,Boone County,7,8,0,1,2009,0
15631,5009,5009,AR,Boone County,7,8,0,1,2005,0
34285,5009,5009,AR,Boone County,7,8,0,1,2011,0
3195,5009,5009,AR,Boone County,7,8,0,1,2001,0
24959,5011,5011,AR,Bradley County,7,9,0,0,2008,0
28068,5011,5011,AR,Bradley County,7,9,0,0,2009,0
21850,5011,5011,AR,Bradley County,7,9,0,0,2007,0
15632,5011,5011,AR,Bradley County,7,9,0,0,2005,0
3196,5011,5011,AR,Bradley County,7,9,0,0,2001,0
87,5011,5011,AR,Bradley County,7,9,0,0,2000,0
34286,5011,5011,AR,Bradley County,7,9,0,0,2011,0
18741,5011,5011,AR,Bradley County,7,9,0,0,2006,0
12523,5011,5011,AR,Bradley County,7,9,0,0,2004,0
6305,5011,5011,AR,Bradley County,7,9,0,0,2002,0
9414,5011,5011,AR,Bradley County,7,9,0,0,2003,0
31177,5011,5011,AR,Bradley County,7,9,0,0,2010,0
34287,5013,5013,AR,Calhoun County,9,8,0,1,2011,0
31178,5013,5013,AR,Calhoun County,9,8,0,1,2010,0
18742,5013,5013,AR,Calhoun County,9,8,0,1,2006,0
21851,5013,5013,AR,Calhoun County,9,8,0,1,2007,0
6306,5013,5013,AR,Calhoun County,9,8,0,1,2002,0
12524,5013,5013,AR,Calhoun County,9,8,0,1,2004,0
28069,5013,5013,AR,Calhoun County,9,8,0,1,2009,0
3197,5013,5013,AR,Calhoun County,9,8,0,1,2001,0
24960,5013,5013,AR,Calhoun County,9,8,0,1,2008,0
88,5013,5013,AR,Calhoun County,9,8,0,1,2000,0
